index,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,Y
167,1000,1000,1000,36,10.99,32.74,B,B4,department supervisor,10+ years,MORTGAGE,25000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60862402,,medical,Medical expenses,271xx,NC,34.66,0,Mar.99,1,,,8,0,8403,42,12,w,702.32,702.32,392.27,392.27,297.68,94.59,0,0,0,16.Oct,32.74,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,63583,,,,,,,,,,,,20000,,,,2,9083,10142,38.5,0,0,83,198,75,18,1,119,,3,,0,2,4,2,4,4,5,7,4,8,0,0,0,0,100,0,0,0,101974,17298,16500,17174,0
168,9000,9000,9000,36,9.17,286.92,B,B2,Master tech,10+ years,MORTGAGE,110000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60812745,,debt_consolidation,Debt consolidation,064xx,CT,13.65,0,Dec.00,0,,68,10,2,17478,61.3,17,f,6269.39,6269.39,3438.46,3438.46,2730.61,707.85,0,0,0,16.Oct,286.92,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,243859,,,,,,,,,,,,28500,,,,6,27095,3107,56.8,0,0,145,177,1,1,6,11,,4,,0,2,5,3,3,3,6,7,5,10,0,0,0,4,100,33.3,1,0,268979,31859,7200,28479,0
169,1325,1325,1325,36,9.17,42.24,B,B2,,n/a,RENT,18204,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60922425,,debt_consolidation,Debt consolidation,495xx,MI,34.92,0,May.94,0,,,19,0,13421,13.9,26,f,992.59,992.59,422.7,422.7,332.41,90.29,0,0,0,16.Aug,42.24,16.Nov,16.Oct,0,,1,INDIVIDUAL,,,,0,0,20550,,,,,,,,,,,,96300,,,,3,1142,60753,16.1,0,0,149,256,14,12,0,38,,14,,0,7,12,10,13,5,17,21,12,19,0,0,0,1,100,0,0,0,105619,20550,72400,9319,1
170,18000,18000,18000,60,10.99,391.28,B,B4,mechanic,10+ years,MORTGAGE,70000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60772468,,credit_card,Credit card refinancing,134xx,NY,23.11,0,2.Oct,1,,,12,0,27507,59.9,30,f,15141.71,15141.71,4684.37,4684.37,2858.29,1826.08,0,0,0,16.Oct,391.28,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,171462,,,,,,,,,,,,45900,,,,4,14289,13060,59.7,0,0,155,144,0,0,2,0,,2,,0,3,5,7,10,12,9,16,5,12,0,0,0,3,100,42.9,0,0,221524,53303,32400,44886,0
172,13000,13000,12975,60,12.29,291.09,C,C1,Driver,10+ years,MORTGAGE,70000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60921218,,debt_consolidation,Debt consolidation,152xx,PA,14.62,0,4.Mar,1,60,,13,0,9377,18.5,41,f,10994.12,10972.98,3484.2,3477.5,2005.88,1478.32,0,0,0,16.Oct,291.09,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,73088,,,,,,,,,,,,50700,,,,11,5622,20918,30.7,0,0,128,138,4,4,2,4,,4,,0,2,3,7,18,14,11,25,3,13,0,0,0,6,97.6,14.3,0,0,123500,24569,30200,19000,0
173,10000,10000,10000,60,11.53,220.08,B,B5,Office Manager,5 years,RENT,50000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60872622,,debt_consolidation,Debt consolidation,190xx,PA,10.27,0,Dec.00,1,30,,6,0,4742,49.9,22,f,8430.83,8430.83,2634.55,2634.55,1569.17,1065.38,0,0,0,16.Oct,220.08,16.Oct,16.Oct,0,31,1,INDIVIDUAL,,,,0,165,9468,,,,,,,,,,,,9500,,,,2,1578,880,79.5,0,0,138,177,6,6,3,47,30,0,30,1,2,3,2,6,3,5,16,3,6,0,0,0,1,72.7,50,0,0,18413,9468,4300,8913,0
174,9000,9000,9000,36,7.89,281.58,A,A5,Office Manager,4 years,MORTGAGE,33120,Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60952911,,debt_consolidation,Debt consolidation,302xx,GA,7.43,0,2.Feb,0,,,6,0,8781,59.3,17,f,6232.48,6232.48,3375.02,3375.02,2767.52,607.5,0,0,0,16.Oct,281.58,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,110006,,,,,,,,,,,,14800,,,,1,22001,3319,72.6,0,0,152,163,25,15,1,25,,,,0,3,3,3,5,7,5,9,3,6,0,0,0,0,100,33.3,0,0,117800,8781,12100,0,0
175,8750,8750,8750,36,7.89,273.75,A,A5,Tax Manager,10+ years,MORTGAGE,88800,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60932779,,debt_consolidation,Debt consolidation,774xx,TX,27.36,0,Jul.99,0,,,12,0,9096,42.5,27,f,6059.46,6059.46,3281.16,3281.16,2690.54,590.62,0,0,0,16.Oct,273.75,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,328668,,,,,,,,,,,,21400,,,,4,32867,8316,50.8,0,0,152,194,22,7,2,22,,10,,0,2,4,2,7,11,7,14,4,12,0,0,0,1,100,0,0,0,399092,84703,16900,101899,0
176,20000,20000,20000,60,12.69,451.9,C,C2,Senior Secretary,10+ years,MORTGAGE,62000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60820842,,debt_consolidation,Debt consolidation,326xx,FL,20.94,0,May.99,0,,,8,0,24884,69.5,20,f,16941.36,16941.36,5408.7,5408.7,3058.64,2350.06,0,0,0,16.Oct,451.9,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,200174,,,,,,,,,,,,35800,,,,3,25022,2269,68.9,0,0,196,164,14,1,5,106,,1,,0,2,6,2,2,7,6,8,6,8,0,0,0,1,100,0,0,0,220063,52539,7300,27655,0
177,6400,6400,6400,36,9.99,206.48,B,B3,Manager,5 years,MORTGAGE,35000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60772484,,debt_consolidation,Debt consolidation,327xx,FL,18.76,0,1.Jul,0,,,16,0,8575,20.7,19,f,4475.04,4475.04,2474.21,2474.21,1924.96,549.25,0,0,0,16.Oct,206.48,16.Oct,16.Oct,1,,1,INDIVIDUAL,,,,0,725,142711,,,,,,,,,,,,41500,,,,10,8919,11694,34.3,0,0,144,170,2,2,1,2,,19,,0,5,10,7,8,2,14,16,10,16,0,0,0,2,100,0,0,0,180619,9270,17800,1655,0
178,24000,24000,24000,60,9.99,509.82,B,B3,Reliabilty Engineer,3 years,MORTGAGE,100000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60810434,,debt_consolidation,Debt consolidation,550xx,MN,20.27,2,1.Jun,0,11,,16,0,2850,7.4,27,f,20104.61,20104.61,6121.53,6121.53,3895.39,2226.14,0,0,0,16.Oct,526.83,16.Nov,16.Oct,0,31,1,INDIVIDUAL,,,,0,0,628154,,,,,,,,,,,,40700,,,,4,39260,35050,7.5,0,0,169,171,3,3,3,3,11,5,11,0,3,3,5,7,12,7,12,3,16,0,0,0,3,100,0,0,0,707657,76572,37900,112057,0
179,10000,10000,10000,36,12.29,333.53,C,C1,,n/a,OWN,52000,Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60892461,,home_improvement,Home improvement,295xx,SC,32.82,0,5.Sep,2,,11,15,4,13092,75.2,34,f,7064.96,7064.96,3995.53,3995.53,2935.04,1060.49,0,0,0,16.Oct,333.53,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,302,59013,,,,,,,,,,,,17400,,,,12,3934,2099,83.9,0,0,85,120,4,4,0,10,,0,,0,8,13,8,15,6,13,28,13,15,0,0,0,6,100,75,0,4,78518,59013,13000,61118,0
181,20000,20000,20000,36,9.99,645.25,B,B3,Engineer 2,5 years,OWN,95000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60772473,,debt_consolidation,Debt consolidation,914xx,CA,6.28,0,4.Dec,3,,,11,0,19168,36.2,16,f,12984.24,12984.24,8731.9,8731.9,7015.76,1716.14,0,0,0,16.Oct,645.25,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,673203,,,,,,,,,,,,53000,,,,8,67320,15332,55.6,0,0,73,129,7,3,4,7,,5,,0,4,4,6,6,1,10,10,4,11,0,0,0,3,100,20,0,0,708000,19168,34500,0,0
184,16625,16625,16625,36,12.29,554.5,C,C1,Registered Nurse,10+ years,MORTGAGE,60000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id
